data,precipitacao_total_mm,temperatura_media_c,umidade_relativa_%,vento_m_s,queda_de_energia,ESTADO,ESTACAO
2024-06-07,0.00,17.40,78.60,1.50,0,SP,Sao Paulo
2024-06-08,0.00,18.20,76.50,1.20,0,SP,Sao Paulo
2024-06-09,0.00,22.11,82.88,0.38,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-06-09,0.00,17.71,68.38,5.96,0,MG,BELO HORIZONTE - CERCADINHO
2024-06-09,0.00,18.50,74.70,1.10,0,SP,Sao Paulo
2024-06-10,0.00,19.91,65.83,1.97,0,DF,BRASILIA
2024-06-10,0.00,28.31,43.04,1.23,0,MT,CUIABA
2024-06-10,5.40,25.86,80.00,1.00,0,BA,SALVADOR
2024-06-10,0.00,,,,0,ES,VITORIA
2024-06-10,0.00,28.40,51.11,0.21,0,SC,FLORIANOPOLIS
2024-06-10,0.00,22.00,56.96,0.61,0,GO,GOIANIA
2024-06-10,16.61,16.95,78.94,1.20,0,SP,Sao Paulo
2024-06-11,2.70,17.10,79.80,1.40,0,SP,Sao Paulo
2024-06-12,0.00,21.12,78.83,0.48,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-06-12,0.00,23.64,65.72,1.51,0,SP,Sao Paulo
2024-06-12,5.60,15.90,83.20,1.30,1,SP,Sao Paulo
2024-06-12,0.00,18.77,56.75,6.25,0,MG,BELO HORIZONTE - CERCADINHO
2024-06-14,0.00,20.62,61.58,2.59,1,DF,BRASILIA
2024-06-14,0.00,16.40,77.90,1.50,0,SP,Sao Paulo
2024-06-14,0.00,29.74,34.21,2.11,1,MT,CUIABA
2024-06-15,0.00,19.28,71.44,1.26,0,SP,Sao Paulo
2024-06-15,0.00,18.08,57.25,4.25,0,MG,BELO HORIZONTE - CERCADINHO
2024-06-15,0.00,17.30,74.10,1.40,0,SP,Sao Paulo
2024-06-15,0.00,22.16,69.12,0.83,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-06-16,0.00,17.80,72.30,1.20,0,SP,Sao Paulo
2024-06-18,0.00,19.86,52.67,2.27,0,DF,BRASILIA
2024-06-18,0.00,21.11,52.71,0.55,0,GO,GOIANIA
2024-06-18,13.80,24.57,87.46,0.87,0,BA,SALVADOR
2024-06-18,0.00,,,,0,ES,VITORIA
2024-06-18,0.00,24.06,72.40,0.08,0,SC,FLORIANOPOLIS
2024-06-18,0.00,29.06,36.25,1.85,0,MT,CUIABA
2024-06-19,16.50,15.10,90.40,1.00,1,SP,Sao Paulo
2024-06-20,0.00,16.90,79.70,1.30,0,SP,Sao Paulo
2024-06-21,0.00,27.98,41.12,1.45,0,MT,CUIABA
2024-06-21,0.00,28.64,46.40,2.18,0,ES,VITORIA
2024-06-21,0.00,19.05,64.42,2.25,0,DF,BRASILIA
2024-06-21,3.24,20.72,87.97,1.56,0,SP,Sao Paulo
2024-06-21,0.00,20.38,85.54,0.02,0,SC,FLORIANOPOLIS
2024-06-21,0.00,23.21,49.50,1.28,0,GO,GOIANIA
2024-06-21,5.60,24.87,76.50,1.06,0,BA,SALVADOR
2024-06-21,0.00,17.60,75.50,1.40,0,SP,Sao Paulo
2024-06-22,0.00,18.20,70.30,1.30,0,SP,Sao Paulo
2024-06-23,0.00,18.32,67.42,4.11,0,MG,BELO HORIZONTE - CERCADINHO
2024-06-23,0.00,23.28,68.46,0.91,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-06-23,0.00,19.40,68.80,1.40,0,SP,Sao Paulo
2024-06-23,0.00,19.63,62.76,1.84,0,SP,Sao Paulo
2024-06-24,0.00,19.90,65.50,1.10,0,SP,Sao Paulo
2024-06-24,0.00,19.67,61.17,1.10,1,DF,BRASILIA
2024-06-24,0.00,24.22,66.54,0.76,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-06-24,0.20,19.45,66.67,3.78,0,MG,BELO HORIZONTE - CERCADINHO
2024-06-25,0.00,20.27,53.38,1.89,0,DF,BRASILIA
2024-06-25,12.20,23.45,93.12,0.69,0,BA,SALVADOR
2024-06-25,0.00,20.50,63.10,1.30,0,SP,Sao Paulo
2024-06-25,0.00,,,,0,ES,VITORIA
2024-06-25,7.80,16.00,70.71,0.84,0,SC,FLORIANOPOLIS
2024-06-25,25.25,16.75,93.18,0.57,0,SP,Sao Paulo
2024-06-25,0.00,28.72,44.21,0.97,0,MT,CUIABA
2024-06-25,0.00,22.48,54.12,0.55,0,GO,GOIANIA
2024-06-26,0.00,20.00,53.29,1.60,0,DF,BRASILIA
2024-06-26,18.40,16.07,85.46,0.40,0,SC,FLORIANOPOLIS
2024-06-26,0.00,21.89,55.29,0.40,0,GO,GOIANIA
2024-06-26,7.20,24.55,84.25,0.62,0,BA,SALVADOR
2024-06-26,6.20,18.20,78.50,1.50,0,SP,Sao Paulo
2024-06-26,0.00,28.05,60.50,1.95,0,ES,VITORIA
2024-06-26,14.01,19.64,85.04,1.39,0,SP,Sao Paulo
2024-06-26,0.00,28.13,48.88,1.23,0,MT,CUIABA
2024-06-27,9.60,17.80,82.90,1.20,1,SP,Sao Paulo
2024-06-28,0.00,29.93,50.33,2.17,1,ES,VITORIA
2024-06-28,0.00,18.50,77.60,1.10,0,SP,Sao Paulo
2024-06-28,3.31,18.78,68.82,1.51,0,SP,Sao Paulo
2024-06-29,0.00,25.06,68.96,1.88,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-06-29,0.00,22.60,66.24,1.22,0,SP,Sao Paulo
2024-06-29,0.00,19.30,74.20,1.40,0,SP,Sao Paulo
2024-06-29,0.00,21.98,37.00,2.32,0,MG,BELO HORIZONTE - CERCADINHO
2024-06-30,0.00,20.98,57.75,0.48,0,GO,GOIANIA
2024-06-30,0.00,21.77,57.12,1.96,0,MT,CUIABA
2024-06-30,0.00,26.70,59.50,2.28,0,ES,VITORIA
2024-06-30,2.50,18.10,79.70,1.30,0,SP,Sao Paulo
2024-06-30,0.00,24.46,81.46,0.88,0,BA,SALVADOR
2024-06-30,0.00,19.43,50.57,1.36,0,DF,BRASILIA
2024-06-30,0.00,11.26,67.38,0.06,0,SC,FLORIANOPOLIS
2024-07-01,0.00,19.10,64.75,6.18,0,MG,BELO HORIZONTE - CERCADINHO
2024-07-01,19.60,18.18,90.50,0.29,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-07-01,0.00,17.30,76.50,1.20,0,SP,Sao Paulo
2024-07-02,0.00,18.00,70.12,6.69,1,MG,BELO HORIZONTE - CERCADINHO
2024-07-02,0.00,17.60,72.80,1.10,0,SP,Sao Paulo
2024-07-03,0.00,22.21,49.29,1.32,1,GO,GOIANIA
2024-07-03,0.00,18.10,70.40,1.30,0,SP,Sao Paulo
2024-07-04,0.00,24.35,70.75,0.32,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-07-04,0.00,18.51,56.00,4.74,0,MG,BELO HORIZONTE - CERCADINHO
2024-07-04,0.00,18.70,68.90,1.20,0,SP,Sao Paulo
2024-07-05,0.00,19.36,58.00,2.14,0,DF,BRASILIA
2024-07-05,0.00,,,,0,ES,VITORIA
2024-07-05,1.60,25.00,80.29,1.31,0,BA,SALVADOR
2024-07-05,0.00,22.58,77.46,0.32,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-07-05,0.00,17.35,82.71,1.48,0,SC,FLORIANOPOLIS
2024-07-05,0.00,18.65,50.38,4.63,0,MG,BELO HORIZONTE - CERCADINHO
2024-07-05,0.00,21.33,52.92,0.82,0,GO,GOIANIA
2024-07-05,0.00,28.56,36.92,1.07,0,MT,CUIABA
2024-07-05,0.00,20.88,59.50,1.41,0,SP,Sao Paulo
2024-07-07,0.00,18.92,57.58,4.58,0,MG,BELO HORIZONTE - CERCADINHO
2024-07-07,0.00,28.20,51.00,2.35,1,ES,VITORIA
2024-07-07,15.38,20.40,74.93,1.98,0,SP,Sao Paulo
2024-07-07,0.00,21.60,78.88,0.80,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-07-08,0.00,20.25,55.21,2.92,0,MG,BELO HORIZONTE - CERCADINHO
2024-07-08,0.00,21.03,83.75,1.27,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-07-09,25.80,14.40,96.80,0.30,0,SP,Sao Paulo
2024-07-09,6.21,17.67,80.55,1.21,1,SP,Sao Paulo
2024-07-10,36.90,17.90,92.00,0.50,0,SP,Sao Paulo
2024-07-11,3.61,15.83,75.74,0.69,0,SP,Sao Paulo
2024-07-14,15.65,17.61,73.13,1.71,0,SP,Sao Paulo
2024-07-15,0.00,15.54,79.68,1.84,0,SP,Sao Paulo
2024-07-17,10.04,16.28,75.03,0.99,0,SP,Sao Paulo
2024-07-17,0.92,17.27,86.43,0.76,0,SP,Sao Paulo
2024-07-18,0.00,19.83,50.91,2.44,0,DF,BRASILIA
2024-07-18,0.00,16.99,80.75,1.63,0,SC,FLORIANOPOLIS
2024-07-18,0.00,25.97,44.25,0.73,0,MT,CUIABA
2024-07-18,4.20,24.46,78.21,1.19,0,BA,SALVADOR
2024-07-18,0.00,20.92,52.58,0.84,0,GO,GOIANIA
2024-07-18,0.00,,,,0,ES,VITORIA
2024-07-19,0.00,20.75,76.22,1.89,0,SP,Sao Paulo
2024-07-19,3.57,18.53,81.09,0.79,0,SP,Sao Paulo
2024-07-20,0.00,21.08,48.33,1.33,1,GO,GOIANIA
2024-07-20,0.00,14.29,72.91,1.61,0,SP,Sao Paulo
2024-07-22,0.00,27.35,51.00,2.45,1,ES,VITORIA
2024-07-26,0.00,22.06,73.12,2.15,0,SP,Sao Paulo
2024-07-26,44.27,16.28,86.37,1.35,1,SP,Sao Paulo
2024-07-29,0.00,22.64,51.67,0.42,0,GO,GOIANIA
2024-07-29,10.80,17.73,83.58,1.89,0,SC,FLORIANOPOLIS
2024-07-29,0.20,25.06,82.67,0.78,0,BA,SALVADOR
2024-07-29,0.00,29.90,46.00,2.92,0,ES,VITORIA
2024-07-29,0.00,28.75,34.96,1.01,0,MT,CUIABA
2024-07-29,0.00,16.92,67.77,1.80,0,SP,Sao Paulo
2024-07-29,0.00,20.64,51.79,1.75,0,DF,BRASILIA
2024-07-30,0.00,20.08,48.88,4.74,0,MG,BELO HORIZONTE - CERCADINHO
2024-07-30,8.40,19.78,85.62,1.40,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-07-31,0.00,24.85,63.50,2.05,1,ES,VITORIA
2024-07-31,0.00,16.22,76.73,1.04,0,SP,Sao Paulo
2024-07-31,0.00,16.85,70.08,8.90,0,MG,BELO HORIZONTE - CERCADINHO
2024-07-31,2.40,20.68,82.04,1.06,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-07-31,0.00,21.42,43.04,2.87,1,DF,BRASILIA
2024-07-31,3.62,18.15,68.99,2.25,0,SP,Sao Paulo
2024-07-31,14.06,17.29,83.50,2.05,0,SP,Sao Paulo
2024-08-01,7.07,19.38,76.13,1.05,0,SP,Sao Paulo
2024-08-01,8.22,19.04,61.43,1.29,0,SP,Sao Paulo
2024-08-01,0.00,16.93,67.12,7.10,1,MG,BELO HORIZONTE - CERCADINHO
2024-08-01,6.61,19.54,79.63,1.24,1,SP,Sao Paulo
2024-08-04,0.00,24.56,37.71,1.71,1,GO,GOIANIA
2024-08-05,0.00,23.68,42.62,1.82,1,GO,GOIANIA
2024-08-05,10.05,15.54,94.66,0.50,1,SP,Sao Paulo
2024-08-06,0.00,24.90,68.33,0.87,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-08-06,0.00,18.85,60.38,6.33,0,MG,BELO HORIZONTE - CERCADINHO
2024-08-07,0.00,19.65,44.04,3.71,0,MG,BELO HORIZONTE - CERCADINHO
2024-08-07,0.00,24.43,62.42,0.95,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-08-08,10.83,17.55,90.52,1.33,0,SP,Sao Paulo
2024-08-10,30.80,17.88,90.29,2.20,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-08-10,43.80,11.30,86.00,0.50,0,SP,Sao Paulo
2024-08-11,0.00,16.27,62.92,5.74,0,MG,BELO HORIZONTE - CERCADINHO
2024-08-11,2.30,13.80,54.80,0.80,0,SP,Sao Paulo
2024-08-11,0.40,17.14,77.33,1.00,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-08-11,0.00,18.64,47.17,1.27,1,GO,GOIANIA
2024-08-13,0.00,17.73,75.56,1.51,0,SP,Sao Paulo
2024-08-14,0.00,23.70,55.50,2.08,1,ES,VITORIA
2024-08-15,0.00,18.91,72.82,1.70,0,SP,Sao Paulo
2024-08-15,20.18,12.28,100.37,1.02,0,SP,Sao Paulo
2024-08-16,0.00,22.98,76.29,0.51,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-08-16,0.00,17.77,78.67,3.08,1,SC,FLORIANOPOLIS
2024-08-16,0.00,21.30,45.88,5.27,0,MG,BELO HORIZONTE - CERCADINHO
2024-08-17,0.00,29.28,46.75,2.58,0,ES,VITORIA
2024-08-17,0.00,25.28,39.21,1.23,0,GO,GOIANIA
2024-08-17,26.77,17.27,94.37,0.00,0,SP,Sao Paulo
2024-08-17,1.60,24.05,80.12,1.48,0,BA,SALVADOR
2024-08-17,0.00,32.54,31.17,0.90,0,MT,CUIABA
2024-08-17,0.00,22.55,42.42,2.46,0,DF,BRASILIA
2024-08-17,0.00,18.04,88.33,1.70,0,SC,FLORIANOPOLIS
2024-08-18,0.00,24.20,80.42,1.12,0,BA,SALVADOR
2024-08-18,0.00,28.53,44.17,2.63,0,ES,VITORIA
2024-08-18,14.78,20.45,83.41,0.94,0,SP,Sao Paulo
2024-08-18,0.00,33.22,24.42,1.41,0,MT,CUIABA
2024-08-18,0.00,24.76,34.62,1.08,0,GO,GOIANIA
2024-08-18,0.00,17.44,89.67,0.80,0,SC,FLORIANOPOLIS
2024-08-18,0.00,21.92,36.42,2.32,0,DF,BRASILIA
2024-08-19,0.00,32.21,21.08,1.18,0,MT,CUIABA
2024-08-19,0.00,18.88,87.46,2.70,0,SC,FLORIANOPOLIS
2024-08-19,0.00,12.60,50.57,0.81,0,SP,Sao Paulo
2024-08-19,0.00,22.37,29.88,2.50,0,DF,BRASILIA
2024-08-19,0.00,23.88,36.04,0.70,0,GO,GOIANIA
2024-08-19,0.00,30.00,38.60,2.86,0,ES,VITORIA
2024-08-19,0.00,24.91,74.17,1.20,0,BA,SALVADOR
2024-08-22,0.00,17.57,61.30,0.92,0,SP,Sao Paulo
2024-08-23,0.00,25.72,74.38,1.05,0,BA,SALVADOR
2024-08-23,6.80,18.00,82.75,2.59,0,SC,FLORIANOPOLIS
2024-08-23,0.00,23.68,34.46,2.16,0,DF,BRASILIA
2024-08-23,0.00,25.45,65.46,2.05,0,ES,VITORIA
2024-08-23,0.00,25.28,36.67,0.68,0,GO,GOIANIA
2024-08-23,0.00,33.24,22.46,1.93,0,MT,CUIABA
2024-08-24,58.12,24.05,73.58,2.39,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-08-25,48.87,19.85,85.25,2.25,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-08-25,0.00,18.61,61.50,3.15,1,MT,CUIABA
2024-08-26,0.30,18.72,73.40,1.23,0,SP,Sao Paulo
2024-08-29,46.94,10.79,85.64,1.08,0,SP,Sao Paulo
2024-08-30,27.40,38.29,91.29,1.65,1,BA,SALVADOR
2024-09-01,0.00,20.87,81.47,1.03,0,ES,VITORIA
2024-09-01,0.00,24.72,30.29,0.80,0,GO,GOIANIA
2024-09-01,0.00,20.00,75.83,2.59,0,SC,FLORIANOPOLIS
2024-09-01,0.00,29.90,32.79,1.50,0,MT,CUIABA
2024-09-01,0.00,23.30,28.33,2.20,0,DF,BRASILIA
2024-09-01,1.20,24.13,82.38,1.15,0,BA,SALVADOR
2024-09-02,0.00,23.71,23.00,2.71,0,MG,BELO HORIZONTE - CERCADINHO
2024-09-02,0.00,22.56,75.33,2.33,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-09-03,0.00,23.35,74.50,23.98,1,ES,VITORIA
2024-09-06,0.00,22.42,83.71,1.89,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-09-07,0.00,23.78,81.38,0.55,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-09-07,0.00,22.26,49.42,6.48,0,MG,BELO HORIZONTE - CERCADINHO
2024-09-07,0.00,25.33,73.29,1.07,0,BA,SALVADOR
2024-09-07,0.00,26.72,30.29,1.42,0,GO,GOIANIA
2024-09-07,0.00,20.01,75.29,1.85,0,SC,FLORIANOPOLIS
2024-09-07,0.00,31.80,29.21,1.22,0,MT,CUIABA
2024-09-07,0.00,24.32,27.33,3.13,0,DF,BRASILIA
2024-09-07,0.00,23.74,73.25,1.49,0,ES,VITORIA
2024-09-09,0.00,23.30,27.54,3.28,0,DF,BRASILIA
2024-09-09,0.00,24.52,69.38,1.67,0,ES,VITORIA
2024-09-09,0.20,19.14,88.88,1.23,0,SC,FLORIANOPOLIS
2024-09-09,0.00,32.20,20.17,1.09,0,MT,CUIABA
2024-09-09,4.80,23.81,80.92,1.13,0,BA,SALVADOR
2024-09-09,0.00,24.64,31.08,1.27,0,GO,GOIANIA
2024-09-11,0.00,23.48,37.04,2.78,1,DF,BRASILIA
2024-09-12,0.00,24.02,35.25,2.50,0,DF,BRASILIA
2024-09-12,0.00,33.68,19.79,1.32,0,MT,CUIABA
2024-09-12,5.60,24.51,79.79,1.16,0,BA,SALVADOR
2024-09-12,0.00,25.39,63.88,2.50,0,ES,VITORIA
2024-09-12,0.00,21.20,82.75,2.30,0,SC,FLORIANOPOLIS
2024-09-12,0.00,28.00,25.75,0.96,0,GO,GOIANIA
2024-09-13,4.00,20.97,83.67,1.29,0,SC,FLORIANOPOLIS
2024-09-13,0.20,24.55,76.38,1.17,0,BA,SALVADOR
2024-09-13,0.00,33.33,21.00,1.35,0,MT,CUIABA
2024-09-13,0.00,25.36,64.71,2.22,0,ES,VITORIA
2024-09-13,0.00,27.49,31.00,0.80,0,GO,GOIANIA
2024-09-13,0.00,24.26,38.29,2.59,0,DF,BRASILIA
2024-09-17,0.00,21.82,55.83,8.62,1,MG,BELO HORIZONTE - CERCADINHO
2024-09-20,0.00,34.30,31.91,1.76,0,MT,CUIABA
2024-09-20,0.00,24.86,37.50,3.31,0,DF,BRASILIA
2024-09-20,0.80,24.42,73.29,1.52,0,ES,VITORIA
2024-09-20,23.40,19.99,90.04,1.53,0,SC,FLORIANOPOLIS
2024-09-20,0.00,25.24,70.88,0.92,0,BA,SALVADOR
2024-09-20,0.00,28.50,30.17,1.41,0,GO,GOIANIA
2024-09-22,0.00,25.88,71.92,1.40,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-09-22,0.00,22.08,57.42,6.70,0,MG,BELO HORIZONTE - CERCADINHO
2024-09-23,2.00,22.61,49.29,6.07,0,MG,BELO HORIZONTE - CERCADINHO
2024-09-23,0.00,26.20,72.62,1.14,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-09-23,0.00,21.62,83.33,22.16,1,SC,FLORIANOPOLIS
2024-09-24,0.00,26.70,33.25,2.72,1,DF,BRASILIA
2024-09-26,5.20,33.53,35.22,2.33,0,MT,CUIABA
2024-09-26,0.00,25.97,63.12,2.59,0,ES,VITORIA
2024-09-26,0.00,22.65,80.67,1.40,0,SC,FLORIANOPOLIS
2024-09-26,0.00,26.45,29.42,2.66,0,DF,BRASILIA
2024-09-26,0.60,24.86,74.92,0.98,0,BA,SALVADOR
2024-09-26,0.00,31.43,22.28,0.94,0,GO,GOIANIA
2024-09-28,0.00,24.65,40.17,7.01,0,MG,BELO HORIZONTE - CERCADINHO
2024-09-28,0.00,22.64,73.54,2.58,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-10-01,189.03,23.84,73.54,2.44,1,SC,FLORIANOPOLIS
2024-10-01,0.00,33.98,31.67,2.45,1,MT,CUIABA
2024-10-02,0.00,34.51,35.10,2.34,0,MT,CUIABA
2024-10-02,0.00,25.20,68.17,1.92,0,ES,VITORIA
2024-10-02,0.00,28.79,30.25,0.72,0,GO,GOIANIA
2024-10-02,1.80,21.39,84.83,1.65,0,SC,FLORIANOPOLIS
2024-10-02,0.00,25.18,34.46,2.02,0,DF,BRASILIA
2024-10-02,0.00,25.41,74.67,1.03,0,BA,SALVADOR
2024-10-03,0.00,25.87,32.04,5.66,0,MG,BELO HORIZONTE - CERCADINHO
2024-10-03,0.00,26.98,29.46,1.90,0,DF,BRASILIA
2024-10-03,2.80,18.63,66.71,3.94,0,SC,FLORIANOPOLIS
2024-10-03,0.00,25.76,65.21,1.91,0,ES,VITORIA
2024-10-03,0.80,32.93,42.35,1.65,0,MT,CUIABA
2024-10-03,0.00,25.25,73.71,2.52,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-10-03,0.00,29.28,32.88,0.77,0,GO,GOIANIA
2024-10-03,0.20,25.58,78.79,1.10,0,BA,SALVADOR
2024-10-04,0.20,25.80,78.50,1.16,1,BA,SALVADOR
2024-10-05,0.00,25.80,75.46,1.03,0,BA,SALVADOR
2024-10-05,1.40,19.60,68.88,1.64,0,SC,FLORIANOPOLIS
2024-10-05,0.00,27.76,27.92,1.63,0,DF,BRASILIA
2024-10-05,10.40,23.28,71.25,1.86,0,ES,VITORIA
2024-10-05,0.00,30.49,31.50,0.82,0,GO,GOIANIA
2024-10-05,0.00,34.27,38.42,1.54,0,MT,CUIABA
2024-10-06,0.00,22.05,58.83,7.21,0,MG,BELO HORIZONTE - CERCADINHO
2024-10-06,0.00,22.84,58.04,1.60,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-10-11,2.20,21.09,90.88,2.01,1,SC,FLORIANOPOLIS
2024-10-12,69.31,27.90,62.96,2.72,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-10-13,0.80,26.48,62.04,1.26,1,GO,GOIANIA
2024-10-15,0.00,19.50,65.42,7.42,1,MG,BELO HORIZONTE - CERCADINHO
2024-10-18,6.00,38.55,58.59,2.45,1,MT,CUIABA
2024-10-20,9.20,18.59,88.38,5.16,0,MG,BELO HORIZONTE - CERCADINHO
2024-10-20,40.00,20.72,94.62,0.29,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-10-21,215.20,30.74,49.59,2.30,1,MT,CUIABA
2024-10-21,1.40,23.56,87.58,0.65,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-10-22,0.00,31.60,47.09,2.10,1,MT,CUIABA
2024-10-24,56.15,32.84,44.24,3.07,1,MT,CUIABA
2024-10-24,0.00,27.18,62.75,2.35,1,ES,VITORIA
2024-10-25,0.00,26.92,69.21,1.73,1,BA,SALVADOR
2024-10-25,0.00,32.72,43.96,3.08,1,MT,CUIABA
2024-10-25,0.00,28.80,64.25,2.10,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-10-31,1.00,23.54,78.29,1.23,1,ES,VITORIA
2024-11-03,2.40,24.76,74.46,1.00,0,GO,GOIANIA
2024-11-03,0.00,22.30,78.67,2.27,0,DF,BRASILIA
2024-11-03,0.00,29.01,56.08,1.91,0,MT,CUIABA
2024-11-03,4.60,25.38,79.42,0.96,0,BA,SALVADOR
2024-11-03,10.40,23.92,86.62,1.30,0,SC,FLORIANOPOLIS
2024-11-03,7.80,24.80,81.08,1.32,0,ES,VITORIA
2024-11-05,25.80,23.69,86.83,1.00,0,ES,VITORIA
2024-11-05,20.20,24.53,84.96,1.89,0,SC,FLORIANOPOLIS
2024-11-05,42.00,22.22,85.08,0.72,0,GO,GOIANIA
2024-11-05,1.00,26.12,74.00,0.94,0,BA,SALVADOR
2024-11-05,15.80,28.64,64.36,2.30,0,MT,CUIABA
2024-11-05,44.80,19.33,93.67,2.21,0,DF,BRASILIA
2024-11-09,2.60,26.78,78.38,1.76,1,BA,SALVADOR
2024-11-09,0.00,20.55,67.04,2.35,1,SC,FLORIANOPOLIS
2024-11-09,42.30,18.10,86.80,1.20,1,SP,Sao Paulo
2024-11-11,0.00,24.60,66.46,2.73,1,SC,FLORIANOPOLIS
2024-11-12,43.80,21.63,72.04,3.30,1,SC,FLORIANOPOLIS
2024-11-13,0.00,26.86,76.13,1.70,1,BA,SALVADOR
2024-11-14,24.60,19.91,92.46,2.28,1,DF,BRASILIA
2024-11-19,0.00,24.92,80.38,1.22,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-11-19,44.80,21.36,71.04,3.97,0,MG,BELO HORIZONTE - CERCADINHO
2024-11-20,2.00,29.01,62.59,2.12,1,MT,CUIABA
2024-11-21,15.40,19.84,87.79,2.19,1,SC,FLORIANOPOLIS
2024-11-25,20.80,29.75,63.65,1.83,0,MT,CUIABA
2024-11-25,0.00,20.96,82.25,2.84,0,DF,BRASILIA
2024-11-25,7.40,21.94,79.50,2.04,0,SC,FLORIANOPOLIS
2024-11-25,53.60,24.10,92.42,1.72,0,BA,SALVADOR
2024-11-25,0.00,25.68,63.54,1.40,0,GO,GOIANIA
2024-11-25,3.20,23.02,72.92,1.30,0,ES,VITORIA
2024-11-26,0.00,19.99,59.62,4.27,0,MG,BELO HORIZONTE - CERCADINHO
2024-11-26,0.00,25.60,65.42,1.04,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-11-26,197.11,29.31,60.42,3.23,1,MT,CUIABA
2024-11-29,0.00,24.10,50.04,3.46,0,MG,BELO HORIZONTE - CERCADINHO
2024-11-29,0.20,26.09,77.17,1.43,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-12-01,0.40,23.69,77.92,1.81,0,SC,FLORIANOPOLIS
2024-12-01,0.60,24.88,79.12,0.42,0,GO,GOIANIA
2024-12-01,80.00,25.52,85.54,0.96,0,ES,VITORIA
2024-12-01,0.00,22.83,79.29,1.62,0,DF,BRASILIA
2024-12-01,0.00,26.55,77.42,1.12,0,BA,SALVADOR
2024-12-01,0.00,26.73,78.33,1.35,0,RJ,RIO DE JANEIRO - VILA MILITAR
2024-12-01,7.20,22.04,79.79,4.89,0,MG,BELO HORIZONTE - CERCADINHO
2024-12-01,0.00,29.57,57.65,2.45,0,MT,CUIABA
2024-12-06,0.00,23.50,48.04,5.64,1,MG,BELO HORIZONTE - CERCADINHO
2024-12-08,1.80,20.55,83.96,3.29,1,SC,FLORIANOPOLIS
2024-12-11,2.20,24.00,79.00,1.97,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-12-15,1.80,27.20,73.00,1.75,1,RJ,RIO DE JANEIRO - VILA MILITAR
2024-12-21,32.40,23.20,90.00,0.80,1,SP,Sao Paulo
2024-12-22,20.80,23.70,79.30,1.10,1,SP,Sao Paulo
2024-12-23,0.00,21.18,76.25,2.65,1,SC,FLORIANOPOLIS
2024-12-23,18.54,26.53,83.58,1.20,1,SP,Sao Paulo
2024-12-25,0.80,25.55,78.92,1.44,0,ES,VITORIA
2024-12-25,4.60,25.78,78.56,1.79,0,MT,CUIABA
2024-12-25,2.00,21.00,88.12,1.96,0,DF,BRASILIA
2024-12-25,4.80,23.72,80.33,2.52,0,SC,FLORIANOPOLIS
2024-12-25,0.00,27.19,73.75,1.10,0,BA,SALVADOR
2024-12-25,5.80,23.45,82.12,0.62,0,GO,GOIANIA
2024-12-26,31.40,37.07,90.00,1.00,1,SP,Sao Paulo
2024-12-27,62.80,22.30,89.50,0.80,1,SP,Sao Paulo
2024-12-27,28.18,17.86,79.23,0.71,1,SP,Sao Paulo
2024-12-28,0.00,29.42,60.45,1.56,0,MT,CUIABA
2024-12-28,0.00,27.70,66.21,1.85,0,ES,VITORIA
2024-12-28,10.40,22.12,77.12,1.60,0,DF,BRASILIA
2024-12-28,0.00,27.42,70.58,1.12,0,BA,SALVADOR
2024-12-28,0.00,25.06,73.58,0.71,0,GO,GOIANIA
2024-12-28,0.00,24.93,75.33,1.79,0,SC,FLORIANOPOLIS
